imaginaryid,poet_name,city_name,referent,referentid,source_translation
497,Timotheus,Ionia,speech. dialect,43,"and he, embracing his knees, would beseech him, interweaving Greek speech with Asian, shattering his mouth’s seal in piercing cry, tracking down the Ionian tongue"
35,Alcaeus,Mytilene,fame,44,glorious (kydnos) Mytilene
102,Alcman,Sardis,fame,44,famous Sardis
110,Alcman,Thessaly,fame,44,(Thessalian?) fame.
167,Archilochus,Euboea,fame,44,This is the warfare in which those spear-famed lords of Euboea are skilled.
175,Aristotle,Attica,fame,44,and coming to the famous plain of Cecropia
227,Critias,Marathon,fame,44,"And she that set up the beautiful trophy at Marathon invented the offspring of wheel, earth, and oven, pottery of highest fame, a useful housekeeper."
230,Critias,Chios,fame,44,"Miletus and Chios, Oenopian’s city by the sea, are famed(?) for the beauty of the marriage bed."
234,Critias,Miletus,fame,44,"Miletus and Chios, Oenopian’s city by the sea, are famed(?) for the beauty of the marriage bed."
300,Mimnermus,Paeonia,fame,44,"bringing men from Paeonia, where (there is) a famous race of horses"
324,Sappho,Asia,"fame, Asia",44,and of the rest of Asia...undying fame
395,Solon,Cyprus,fame,44,and may Cypris of the violet crown send me unscathed from your famous island on a swift ship.
421,Stesichorus,Erytheia,fame,44,almost opposite famous Erytheia ...
436,Stesichorus,Troy,fame,44,a man by whose (devices trickery?) instead of fighting and the battle-cry (will have) fame (that it) brought the capture day of spacious Troy. . . hardships. . .’
465,Theognis,Megara,fame,44,"but everyone will say, “They are the verses of Theognis of Megara, and he is famous among all men;”"
538,Xenophanes,Greece,fame,44,"For although you sent the thigh bone of a kid, you won the fat leg of a fatted bull, a thing of honour to fall to a man whose fame will spread over the whole of Greece and will not die, so long as the Grecian form of song exists."
204,Corinna,Corcyra,Poseidon,45,"while Corcyra (and Salamis) and (lovely Euboea) (were stolen by) father Poseidon, and (Leto’s son) is in possession of Sinope and Thespia . . ."
205,Corinna,Euboea,Poseidon,45,"while Corcyra (and Salamis) and (lovely Euboea) (were stolen by) father Poseidon, and (Leto’s son) is in possession of Sinope and Thespia . . ."
220,Corinna,Salamis,Poseidon,45,"while Corcyra (and Salamis) and (lovely Euboea) (were stolen by) father Poseidon, and (Leto’s son) is in possession of Sinope and Thespia . . ."
253,Hipponax,Miletus,barley,46,"and if they catch the soloeci they sell them, Phrygians to Miletus to grind barley"
265,Hipponax,Phrygia,barley,46,"and if they catch the soloeci they sell them, Phrygians to Miletus to grind barley"
292,Melanippides,Syria,grain (food),46,or again seeking out frankincense with its sacred tears and fragrant dates and the smooth Syrian grains of cassia.
390,Simonides,Zacynthus,wheat,46,Horse-rearing goes not with Zacynthus but with wheat-bearing fields.
415,Stesichorus,Boeotia,wheat,46,and those who lived in the holy wheat-bearing land of Boeotia.
527,Tyrtaeus,Messene,ploughland (grain),46,Messene good to plough and good to plant.
435,Stesichorus,Troy,Artemis,47,for Apollo . . . neither Artemis nor Aphrodite (still guarded?) the holy (city). . . the city of the Trojans Zeus. . . Trojans. . . deprived. . .
438,Telesilla,Alpheos,Artemis,47,"And Artemis, girls, fleeing from Alpheus"
479,Theognis,Troy,Artemis,47,"Artemis, slayer of wild beasts, daughter of Zeus, for whom Agamemnon set up a temple when he was preparing to sail on his swift ships to Troy,"
495,Timotheus,Ephesus,Artemis,47,"I no come here to you, I go over there to Sardis, to Susa, Ecbatana dweller. Artimis, my great god, will guard me to Ephesus."
42,Alcaeus,Olympus,strife,48,"and let us relax from the heart-eating strife and civil warring, which one of the Olympians has aroused among us,"
190,Callinus,Cimmeria,war,48,"now the horde of Cimmerians, with their acts of violence, is advancing"
280,Ibycus,Argos,strife (war),48,". . . destroyed the great, glorious, blessed city of Priam, son of Dardanus, setting off from Argos by the plans of great Zeus, enduring much-sung strife over the beauty of auburn Helen in tearful war..."
413,Stesichorus,Aetolia,war,48,"...and the Aetolians, staunch in war..."
460,Theognis,Greece,"strife
",48,"For indeed I am afraid when I look upon the mindless, people-destroying strife of the Greeks."
530,Tyrtaeus,Sparta,war,48,it (i.e. factions) happened too in Sparta in the course of the Messenian War
545,Ibycus,Troy,war,48,". . . destroyed the great, glorious, blessed city of Priam, son of Dardanus, setting off from Argos by the plans of great Zeus, enduring much-sung strife over the beauty of auburn Helen in tearful war..."
66,Alcman,Cerbesians,tune,49,"he piped a Phrygian tune, the Cerbesian,"
96,Alcman,Phrygia,tune,49,"he piped a Phrygian tune, the Cerbesian,"
228,Critias,Athens,song,49,"And now I shall crown the Athenian son of Cleinias, Alcibiades, with a song in a new manner."
243,Critias,Teos,song,49,"Teos brought to Greece the one who once wove songs with strains celebrating women, sweet Anacreon,"
439,Telestes,Dryopis (Doris),Dorian Muse,49,"or the Phrygian king of the fair-breathing holy pipes, who was the first to tune the Lydian strain, rival of the Dorian muse, weaving about the quivering reeds the fair-winged gust of his breath."
440,Telestes,Lydia,"strain
",49,"or the Phrygian king of the fair-breathing holy pipes, who was the first to tune the Lydian strain, rival of the Dorian muse, weaving about the quivering reeds the fair-winged gust of his breath."
441,Telestes,Lydia,hymn,49,The first to sing to the pipes the Phrygian tune of the mountain Mother beside the mixing-bowls of the Greeks were the companions of Pelops; and the Greeks began to twang the Lydian hymn with the shrill-voiced plucking of the pectis.
443,Telestes,Phrygia,tune,49,The first to sing to the pipes the Phrygian tune of the mountain Mother beside the mixing-bowls of the Greeks were the companions of Pelops; and the Greeks began to twang the Lydian hymn with the shrill-voiced plucking of the pectis.
511,Timotheus,Pieria,lyre,49,"Orpheus, Calliope’s son, he of the intricate muse, was the first to beget the tortoise-shell lyre in Pieria"
539,Xenophanes,Greece,song,49,"Three score years and seven have now been tossing my thoughts throughout the land of Greece,"
55,Alcaeus,Troy,Paris,50,"and crazed by the Trojan man, the deceiver of his host, she accompanied him over the sea in his ship,"
95,Alcman,Paphos,wave,51,"leaving lovely Cyprus and Paphos, wave-washed on all sides."
122,Anacreon,Leucas,waves,51,"See, once again I climb up and dive from the Leucadian cliff into the grey waves, drunk with love."
15,Alcaeus,Athens,"Athenians, shield",52,"Alcaeus is safe, but the Athenians hung up (his armour? the shield that was his protection?) in the holy temple of Grey-eyed Athena."
114,Anacreon,Caria,Shield-strap,52,Once again (I have put my?) hand through the Carian-made shield-strap.
119,Anacreon,Ialysus,shield-strap,52,Once again this man plucks (i.e. mocks) the blue-shielded men of Ialysus.
172,Archilochus,Thrace,shield,52,Some Saian exults in my shield which I left...
166,Archilochus,Caria,soldier,53,... and what’s more I shall be called an auxiliary like a Carian...
346,Sappho,Lydia,infantry,53,I would rather see her lovely walk and the bright sparkle of her face than the Lydians’ chariots and armed infantry
426,Stesichorus,Locris Ozolia,Locrian warriors,53,On one side the Locrian warriors were taking up their positions...
194,Castorion,Arcadia,snow,54,"You who dwell in the land of the Arcadians, an abode wintry with battering snowstorms, beast-tending Pan"
545,Ibycus,Troy,Priam,55,". . . destroyed the great, glorious, blessed city of Priam, son of Dardanus, setting off from Argos by the plans of great Zeus, enduring much-sung strife over the beauty of auburn Helen in tearful war..."
289,Ibycus,Thrace,North Wind,56,...Thracian north wind...
523,Tyrtaeus,Erineus,wind,56,with them we left windy Erineus and came to the wide island of Pelops
164,Archilochus,Crete,law,57,the Cretan law teaches
176,"Aristotle
",Persia,law,57,This man was once impiously slain by the king of the bow-bearing Persians in transgression of the holy law of the blessed gods
238,Critias,Sparta,law,57,This too is the custom and established practice at Sparta:
240,Critias,Sparta,Spartan way of life (law),57,But the Spartan way of life is evenly ordered:
445,Theognis,Colophon,laws,57,"Lawlessness destroyed Magnesia, Colophon, and Smyrna; it will assuredly destroy you people too, Cyrnus."
463,Theognis,Magnesia,laws,57,Such acts of lawlessness destroyed Magnesia as now prevail in this holy city.
472,Theognis,Smyrna,laws,57,"Lawlessness destroyed Magnesia, Colophon, and Smyrna; it will assuredly destroy you people too, Cyrnus."
422,Stesichorus,Gades,silver,58,...  by the limitless silver-rooted waters of the river Tartessus ...
485,Timocreon,Isthmus,silver,58,"Gorged with silver, he made a ridiculous innkeeper at the Isthmus, serving cold meat"
551,Xenophanes,Colophon,oil (smell),59,"And [the Colophonians, according to Athenaeus] having learned useless luxury from the Lydians, while they were free of hateful tyranny, they used to go to the agora wearing robes all of purple, no fewer than a thousand as a rule, proud and exulting(?)  in the splendour of their hair, drenched with the scent of the most refined unguents."
231,Critias,Etruria,gold,60,"The Etruscan bowl of beaten gold prevails, and all the bronze that adorns a house for any use."
283,Ibycus,Cyprus,gold,60,and ruin mounted long-suffering Pergamum thanks to the golden-haired Cyprian
295,Mimnermus,Colchis,gold,60,"Aeetes’ city, where the rays of the swift Sun lie in a golden storeroom at the edge of Oceanus, where god-like Jason went."
306,Philoxenus of Cythera,Parnassus,gold,60,For they themselves on Parnassus within the gold-roofed chambers of the Nymphs
326,Sappho,Cyprus,gold,60,"there, Cypris, take . . . and pour gracefully into golden cups nectar that is mingled with our festivities."
451,Theognis,Cyprus,gold,60,Men thought that you had come with a gift from the golden Cyprus-born
522,Tyrtaeus,Delphi,gold,60,"For thus Apollo who works from afar, the golden-haired lord of the silver bow, prophesied from his rich shrine"
231,Critias,Etruria,bronze,61,"The Etruscan bowl of beaten gold prevails, and all the bronze that adorns a house for any use."
522,Tyrtaeus,Delphi,silver,61,"For thus Apollo who works from afar, the golden-haired lord of the silver bow, prophesied from his rich shrine"
2,Adespota,Samos,Syloson,,"Syloson laid waste the state of the Samians and from this there arose the proverb: ""By the will of Syloson there is wide open space."""
3,Adespota,Abdera,Teians,,"Abdera, fair colony of the Teians"
4,Adespota,Thrace,,,and of Priapis which faces the Bosporus
5,Alcaeus,Achaea,,,
6,Alcaeus,Aegae,Achaians,,they sailed past Aegae
7,Alcaeus,Aenus,river,,"Hebrus, you flow, the most beautiful of rivers, past Aenus into the turbid sea, surging through the land of Thrace . . ."
8,Alcaeus,Aeolis,Aeolids,,Aeolids
9,Alcaeus,Aeolis,Mother Godess (likely Hera),,"and they entitled Zeus God of Suppliants and you, the Aeolian, Glorious Goddess, Mother of all,"
10,Alcaeus,Aeolis,Pelasgians,,Pelasgians Aeolian
11,Alcaeus,Antandrus,Antandrus,,Antandrus (is ?) the foremost city of the Leleges
13,Alcaeus,Ascalon,Ascalon,,Ascalon
14,Alcaeus,Athens,Athenians,,(Athenians ?)
16,Alcaeus,Babylon,Babylon,,holy Babylon
17,Alcaeus,Ceteia,a Ceteian,,Ceteian
19,Alcaeus,Coronea,"Athena, ruler of Coronea",,ruler of Coronea
20,Alcaeus,Crisa,Crisa,,Crisa
24,Alcaeus,Delphi,spring,,water of Tritaea
25,Alcaeus,Epirus,river,,great river of...Acheron
26,Alcaeus,Epirus,Sisyphus,,he (Sisyphus) crossed eddying Acheron
27,Alcaeus,Hebrus,river,,"Hebrus, the most beautiful of rivers"
28,Alcaeus,Hiera,We,,to the sacred city
29,Alcaeus,Lesbos,Lesbos,,from lovely (Lesbos ?)
30,Alcaeus,Lesbos,Macar,,leaving the lovely island of Macar
31,Alcaeus,Lesbos,The Lesbian women,,"meetings themselves I dwell, keeping my feet out of trouble, where Lesbian women with trailing robes go to and fro being judged for beauty,"
32,Alcaeus,Lesbos,The Lesbians,,". . . the Lesbians established this great conspicuous precinct to be held in common,"
33,Alcaeus,Locris Ozolia,Ajax,,"and seizing the maiden with both hands as she stood by the (holy?) statue the Locrian (ravished her),"
34,Alcaeus,Lydia,The Lydians,,"Father Zeus, the Lydians, indignant at the turn of events, gave us two thousand staters in the hope that we could enter the holy city,"
35,Alcaeus,Mytilene,Mytilene,,glorious (kydnos) Mytilene
36,Alcaeus,Mytilene,Mytilene,,Mytilene
37,Alcaeus,Mytilene,Mytilene,,"Melanchrus, worthy of respect, to the city"
38,Alcaeus,Mytilene,Pittacus,,let (him)...devour the city
39,Alcaeus,Mytilene,Pittacus,,he devours our city
40,Alcaeus,Mytilene,Pittacus,,this man who seeks supreme power will soon overturn the city; its fate is in the balance.
41,Alcaeus,Mytilene,,,"Father Zeus, the Lydians, indignant at the turn of events, gave us two thousand staters in the hope that we could enter the holy city,"
42,Alcaeus,Olympus,Olympian gods,,"and let us relax from the heart-eating strife and civil warring, which one of the Olympians has aroused among us,"
43,Alcaeus,Olympus,Olympian gods,,the Olympian gods
44,Alcaeus,Olympus,Olympian gods,,so that none of the Olympian gods could free her apart from him
45,Alcaeus,Olympus,Olympus,,"Greetings, ruler of Cyllene—for it is of you that I wish to sing: you whom Maia bore on the very mountain-tops, having lain with Zeus, son of Cronus, king of all."
46,Alcaeus,Peloponnese,Pelops,,"Come hither, leaving the island of Pelops, strong sons of Zeus and Leda;"
47,Alcaeus,Phrygia,Phrygians,,"But they perished for Helen’s sake—the Phrygians and their city,"
52,Alcaeus,Thrace,river,,surging through the land of Thrace
53,Alcaeus,Troy,Dardanian plain,,the (Dardanian ?) plain
54,Alcaeus,Troy,Ilium,,"As the story goes, because of evil deeds bitter grief came once to Priam and his sons from you, Helen, and Zeus destroyed holy Ilium with fire."
56,Alcaeus,Troy,Phrygians,,"But they perished for Helen’s sake—the Phrygians and their city,"
57,Alcaeus,Troy,Troy,,"many of his brothers (the dark earth?) holds, laid low on the Trojans’ plain for that woman’s sake,"
58,Alcaeus,Tyrrhacea,Dinnomenes the Tyrrhacean,,of Dinnomenes the Tyrrhacean
59,Alcman,Achaea,women,,woman of Aegialus (ancient name of Achaea).
60,Alcman,Amyclae,?,,Amyclae
61,Alcman,Annichorum,,,Annichorum
62,Alcman,Aphidnae,city of the Athenians,,city of the Asanaioi
63,Alcman,Asia,?,,spacious Asia?
64,Alcman,Assos,,,Assus
67,Alcman,Cnacalus,,,nor from Cnacalus nor from Nyrsylas.
68,Alcman,Corcyra,,,"and leads a Corcyraean,"
73,Alcman,Cyprus,,,"leaving lovely Cyprus and Paphos, wave-washed on all sides."
76,Alcman,Dyme,Dymainai,,And you... lead the Dymainai
79,Alcman,Epirus,,,Arybban
81,Alcman,Euboea,?,,Euboea
83,Alcman,Gargara,,,Gargarus
85,Alcman,Illyria,,,Araxae or Araxi:
86,Alcman,Issedones (Scythia),,,Essedones.
90,Alcman,Maeonia,?,,Maeonia(n)?
91,Alcman,Nyrsylas,,,nor from Cnacalus nor from Nyrsylas.
97,Alcman,Pityussae (Balearic Islands),,,Pityodeis
99,Alcman,Rhipae,"mountains, forest",,"Rhipae, mountain blossoming with forest, breast of black night."
100,Alcman,Sardis,Alcman?,,"nor Thessalian by race, but from lofty) Sardis"
101,Alcman,Sardis,Alcman?,,he was no rustic man nor clumsy (not even in the view of unskilled men?) nor Thessalian by race nor an Erysichaean shepherd: he was from lofty Sardis.
104,Alcman,Sparta,?,,from Sparta(?)
106,Alcman,Therapne,?,,Therapne
107,Alcman,Therapne,temple,,and the holy temple of well-towered Therapne
108,Alcman,Thessaly,Alcman?,,"nor Thessalian by race, but from lofty) Sardis"
109,Alcman,Thessaly,Alcman?,,he was no rustic man nor clumsy (not even in the view of unskilled men?) nor Thessalian by race nor an Erysichaean shepherd: he was from lofty Sardis.
111,Alcman,Trygeae,,,the lovely sanctuary of the Leucotheae by going up from Trygeae
113,Anacreon,Abdera,,,The mighty Agathon who died for Abdera was mourned at the pyre by this whole city;
118,Anacreon,Euonymon,Tellias,,and grant that he dwell among the fair-judging people of Euonymon enjoying good fortune all his days.
122,Anacreon,Leucas,Cliff,,"See, once again I climb up and dive from the Leucadian cliff into the grey waves, drunk with love."
123,Anacreon,Lydia,Lydian style,,people living in Lydian style
125,Anacreon,Miletus,,,Once long ago the Milesians were brave.
130,Anacreon,Samos,fishermen,,"and so Anacreon says of the rebellious fishermen in Samos: and in the island, Megistes, the talkers hold sway over the sacred city,"
133,Anacreon,Sintia,,,"What do I care, my friend, for the Cimmerians with their curving bows and the Sintians?"
134,Anacreon,Tartessus,,,"I would not wish for Amalthea’s horn nor to be king of Tartessus for a hundred and fifty years,"
136,Anacreon,Teos,,,Athamantis
140,Anacreon,Thrace,,,for what is one to do if he has not succeeded even for the sake of Thrace
142,Anacreon?,Abdera,,,"Abdera, fair colony of the Teians."
149,Archilochus,Paros,,,... from Paros...
151,Archilochus,Thasos,Thasians,,"I bewail the woes of the Thasians, not those of the Magnesians."
152,Archilochus,Thasos,,,... some in Thasos...
153,Archilochus,Thasos,Misery,,the misery of All-Greeks has rushed to Thasos
154,Archilochus,Magnesia-ad-Sipylum,Magnesians,,"I bewail the woes of the Thasians, not those of the Magnesians."
156,Archilochus,Gortyn,,,... you arrived from the region of Gortyn...
157,Archilochus,Naxos,Naxians,,... of the Naxians to get into...
158,Archilochus,Naxos,"Megatimus, Aristophon",,"Great earth, you hold beneath you Megatimus and Aristophon, lofty pillars of Naxos."
159,Archilochus,Mt. Olympus,Olympian gods,,... me Zeus father of the Olympians...
160,Archilochus,Mt. Olympus,Olympian gods,,... Zeus father of the Olympians...
162,Archilochus,Phrygia,Phrygian,,"she was sucking like a Thracian or Phrygian sucking beer through a tube, and she was bent over working hard"
163,Archilochus,Thrace,Thracian,,"she was sucking like a Thracian or Phrygian sucking beer through a tube, and she was bent over working hard"
164,Archilochus,Crete,teacher,,the Cretan law teaches
171,Archilochus,Karpathos,witness,,a Karpathian (introduced) his witness
173,Archilochus,Siris,,,"for it is not at all a fair, desirable, or lovely land, like that round about the stream of Siris."
174,Archilochus,Torone,,,... and Torone...
177,Bacchylides,Athens,,,but the whole group of young Athenians had trembled
178,Bacchylides,Ceos,Choirs of the Ceans,,"God of Delos, rejoice in your heart at the choirs of the Ceans and grant a heaven-sent fortune of blessings."
179,Bacchylides,Ceos,,,The Young Athenians or Theseus for the Ceans to Perform in Delos
180,Bacchylides,Cyprus,,,the dread gifts of the Cyprian goddess
182,Bacchylides,Delos,,,The Young Athenians or Theseus for the Ceans to Perform in Delos
183,Bacchylides,Ionia,,,maidens of the Ionians
184,Bacchylides,Knossos,,,warlord of the Cnossians
185,Bacchylides,Knossos,,,in what thoughts did he check the Cnossian commander
186,Bacchylides,Mt. Ida,,,under the brow of mount Ida
187,Bacchylides,Phoenicia,,,if the white-armed Phoenician maiden indeed bore me as your son
188,Bacchylides,Sea of Crete,,,"was cleaving the Cretan sea,"
189,Bacchylides,Troezen,"Aethra, Poseidon",,if Troezenian Aethra in fact bore you to earth-shaking Poseidon
190,Callinus,Cimmeria,Cimmerians,,"now the horde of Cimmerians, with their acts of violence, is advancing"
191,Callinus,Smyrna,Smyrnaeans,,have mercy on the Smyrnaeans
192,Callinus,Smyrna,Smyrnaeans,,"remember, if ever (the Smyrnaeans burned) fine thigh bones of oxen for you"
193,Callinus,Treros,Trerians,,bringing Trerian men
194,Castorion,Arcadia,Pan,,"You who dwell in the land of the Arcadians, an abode wintry with battering snowstorms, beast-tending Pan"
195,Cinesias,Phthia,,,Phthian
197,Corinna,Boeotia,Asopos,,Asopus (went) to his haunts
198,Corinna,Boeotia,Asopos,,"So spoke the reverend prophet, and Asopus happily grasped him by his right hand and shedding tears from his eyes answered him thus"
199,Corinna,Cephisus,,,"often I adorned our ancestor Cephisus with my words,"
200,Corinna,Cephisus,River,,widely (flowing Cephisus?)
201,Corinna,Cephisus,River,,well-wooded Cephisus
202,Corinna,Cithaeron,,,and Cithaeron won the greater number
203,Corinna,Cithaeron,,,Cithaeron
206,Corinna,Euripus,,,on the Euripus
207,Corinna,Gargara,,,and shadowy Gargara
208,Corinna,Helicon,,,"but the other, Helicon, gripped by cruel anguish, tore out a smooth rock"
209,Corinna,Helicon,,,(Helicon?)
212,Corinna,Libya,,,(and fair) Libya
213,Corinna,Mt. Parnes,,,Parnes (spoke in turn)
214,Corinna,Mt. Parnes,,,Parnes
215,Corinna,Mt. Parnes,,,Parnes
216,Corinna,Olympus,,,Olympus
217,Corinna,Olympus,,,Olympus
218,Corinna,Plataea,,,"Plataea
"
219,Corinna,Mt. Ptoios,,,and the mountain Ptoios
228,Critias,Athens,Alcibiades,,"And now I shall crown the Athenian son of Cleinias, Alcibiades, with a song in a new manner."
232,Critias,Greece,Greece,,"Teos brought to Greece the one who once wove songs with strains celebrating women, sweet Anacreon,"
235,Critias,Phoenicia,letters,,Phoenicians invented letters as a means of preserving discourse.
238,Critias,Sparta,Sparta,,This too is the custom and established practice at Sparta:
239,Critias,Sparta,Spartan youths,,But Spartan youths drink only enough (to turn?) their mind to cheerful
241,Critias,Sparta,Chilon,,"It was Chilon, the Spartan sage, who said this: “Nothing in excess, to due measure belongs everything."""
242,Critias,Sparta,Arcesilaus,,"the wealth of the Scopadae, the magnanimity of Cimon, and the victories of the Spartan Arcesilaus."
243,Critias,Teos,Anacreon,,"Teos brought to Greece the one who once wove songs with strains celebrating women, sweet Anacreon,"
246,Demodocus,Chios,Chians,,"This too is by Demodocus. The Chians are base, not just one and another not, but all except Procles—and Procles is a Chian."
247,Demodocus,Miletus,Milesians,,"<This too is by Demodocus.> The Milesians are not fools, but they act as fools do."
248,Demodocus,Priene,Bias,,"If you happen to be paying requital, plead your case in the Prienian manner."
250,Hermippus,Cylicrania,,,"On my journey I came to the spleen-land of the Cylicranians; and so I saw Heracleia, a very beautiful city."
251,Hermippus,Heracleia,,,"On my journey I came to the spleen-land of the Cylicranians; and so I saw Heracleia, a very beautiful city."
252,Hipponax,Chios,Critias,,I don’t think that Critias the Chian was justly apprehended as an adulterer in the . . . assembly of women
253,Hipponax,Miletus,Soloeci (barbarians),,"and if they catch the soloeci they sell them, Phrygians to Miletus to grind barley"
254,Hipponax,Miletus,,,... to Miletus...
255,Hipponax,Ephesus,,,"And also a certain place in Ephesus was called Smyrna, as Hipponax makes clear: he (she) lived behind the city in Smyrna between Tracheia and Lepra Acte."
257,Hipponax,Smyrna,,,go along the road to Smyrna through Lydia past the tomb of Attalus and the gravestone of Gyges
258,Hipponax,Erythrae,Bupalus,,"Bupalus, the mother-fucker with Arete, fooling with these words (by these means?) the Erythraeans, preparing to draw back his damnable foreskin."
259,Hipponax,Clazomenae,,,"People of Clazomenae, Bupalus has killed"
260,Hipponax,Mt. Olympus,Olympian gods,,"Zeus, father Zeus, sultan of the Olympian god..."
262,Hipponax,Lydia,,,go along the road to Smyrna through Lydia past the tomb of Attalus and the gravestone of Gyges
265,Hipponax,Phrygia,Soloeci (barbarians),,"and if they catch the soloeci they sell them, Phrygians to Miletus to grind barley"
266,Hipponax,Thrace,Bendis,,"and the daughter of Zeus, Cybebe, and Thracian Bendis."
267,Hipponax,Priene,Bias,,and to have a better judge than Bias of Priene
269,Hipponax,Daskyleion,,,... Daskyleion...
270,Hipponax,Lampsacus,eunuch,,... like a eunuch from Lampsacus
273,Hipponax,Mytalis,memorial of Tos,,"and the memorial of Tos, sultan at Mytalis"
278,Ibycus,Achaea,Sons of the Achaeans,,...sons of the Achaeans...
279,Ibycus,Argos,Cyanippus,,"...from Argos to Ilium Cyanippus, the most handsome man..."
280,Ibycus,Argos,Achaeans,,". . . destroyed the great, glorious, blessed city of Priam, son of Dardanus, setting off from Argos by the plans of great Zeus, enduring much-sung strife over the beauty of auburn Helen in tearful war..."
286,Ibycus,Ionia,Ionians,,...among Ionians...
287,Ibycus,Leontini,glens of Chronios,,...glen(s) of Cronion . . .: Cronion at Leontini...
288,Ibycus,Sparta,Spartans (?),,...dwell in Lacedaemon...
291,Ion of Chios,Chios,Theseus,,"Among them is the Chiot Ion, who says of his native city ""which once Theseus’ son Oenopion founded."""
293,Mimnermus,Asia,Asia,,we came on our ships to longed-for Asia
294,Mimnermus,Colchis,Aea,,Jason would never have brought back the great fleece from Aea on his own at the end of a painful
295,Mimnermus,Colchis,Aeetes' city,,"Aeetes’ city, where the rays of the swift Sun lie in a golden storeroom at the edge of Oceanus, where god-like Jason went."
296,Mimnermus,Colophon,Colophon,,with overwhelming force we settled in lovely Colophon
297,Mimnermus,Colophon,Andraemon of Pylos,,"Andraemon of Pylos founded Colophon, as Mimnermus says in his Nanno"
298,Mimnermus,Ethiopia,Ethiopians,,to the land of the Ethiopians
301,Mimnermus,Phrygia,River Hermus,,who saw him...routing the thick ranks of the Lydian cavalry on the plain of Hermus.
302,Mimnermus,Pylos,Pylos,,"leaving Pylos, the city of Neleus"
303,Mimnermus,Smyrna,Smyrnaeans,,by the will of the gods we captured Aeolian Smyrna
304,Philiadas,Helicon,Helicon,,Spacious Thespiae takes pride in the spirit of those men who once dwelled beneath the brows of Helicon.
305,Philiadas,Thespia,Thespia,,Spacious Thespiae takes pride in the spirit of those men who once dwelled beneath the brows of Helicon.
307,Phocylides,Leros,Lerians,,"This too is by Phocylides. The Lerians are base, not just one and another not, but all except Procles—and Procles is a Lerian."
308,Phocylides,Nineveh,Nineveh,,This too is by Phocylides. A small and orderly city on a height is superior to foolish Nineveh.
309,Pindar,Alpheos,,,"if the splendor of Pisa and of Pherenicus has indeed enthralled your mind with sweetest considerations, when he sped beside the Alpheus,"
310,Pindar,Alpheos,,,"as he reclines by the course of the Alpheus,"
311,Pindar,Elis,,,and speed me in the swiftest of chariots to Elis
312,Pindar,Lydia,,,... in the colony of brave men founded by Lydian Pelops
313,Pindar,Mt. Olympus,,,"If in fact the wardens of Olympus honored any mortal / man,"
314,Pindar,Olympia,,,... nor let us proclaim a contest greater than Olympia.
315,Pindar,Olympia,fame,,And far shines that fame of the Olympic festivals gained in the racecourses of Pelops
316,Pindar,Olympia,,,when coming to Cronus’ sunny hill.
317,Pindar,Peloponnese,,,... Fame shines for him in the colony of brave men founded by Lydian Pelops
318,Pindar,Pisa,,,"if the splendor of Pisa and of Pherenicus has indeed enthralled your mind with sweetest considerations, when he sped beside the Alpheus,"
319,Pindar,Pisa,,,"to winning famous Hippodameia from her father, the Pisan."
320,Pindar,Sicily,,,"... the rich and blessed hearth of Hieron, who wields the rightful scepter in flock-rich Sicily."
321,Pindar,Sipylus,Tantalus,,... that when your father invited the gods to his most orderly feast and to his friendly Sipylus...
322,Pindar,Syracuse,,,"... the rich and blessed hearth of Hieron, who wields the rightful scepter in flock-rich Sicily."
323,Pindar,Syracuse,,,Syracuse’s horse-loving king.
332,Sappho,Cyprus,island,,either Cyprus or Paphos or Panormus (detains) you
333,Sappho,Cyprus,island,,Cyprus
334,Sappho,Cyprus,island,,Cyprus...queen
335,Sappho,Cyprus,island,,(Cyprus?)
338,Sappho,Epirus,Acheron,,"(to) see the dewy, lotus-covered banks of Acheron"
339,Sappho,Geraestus,Geraesteum,,the Geraesteum
341,Sappho,Ionia,Ionian cities,,(Ionian?) cities
344,Sappho,Lydia,,,"I have a beautiful child who looks like golden flowers, my darling Cleis, for whom I would not (take) all Lydia or lovely . . ."
345,Sappho,Lydia,"Lydian women, moon",,"Now she stands out among Lydian women like the rosy-fingered moon after sunset, surpassing all the stars,"
349,Sappho,Olympus,Mt. Olympus,,(There is no) road to great Olympus for mortals
350,Sappho,Panormus,Panormus,,either Cyprus or Paphos or Panormus (detains) you
351,Sappho,Paphos,Paphos,,either Cyprus or Paphos or Panormus (detains) you
353,Sappho,Phrygia,Phrygian,,(Phrygian?)
356,Sappho,Sardis,Sardis,,Sardis...often turning her thoughts in this direction
358,Sappho,Thebe,Placia,,"Hector and his companions are bringing the lively-eyed, graceful Andromache from holy Thebe and ever-flowing Placia"
359,Sappho,Thebe,Thebe,,"Hector and his companions are bringing the lively-eyed, graceful Andromache from holy Thebe and ever-flowing Placia"
361,Sappho,Troy,Atridae,,"after accomplishing (many labours), first around (Ilium, then on the sea), they started out to this island, but could not (complete their journey)..."
362,Sappho,Troy,Ilion,,To Ilium
364,Scythinus,Euboea,Eurytus,,Heracles captured and killed Eurytus and his son when they were exacting tribute from the Euboeans.
366,Scythinus,Trachis,Heracleia,,He [Heracles] also sacked the Cylicranians who were engaged in plunder and built there Heracleia called the Trachinian.
368,Semonides,Mt. Olympus,Olympian gods,,Another the Olympians fashioned from earth and gave her maimed to her man...
369,Semonides,Lesbos,Prylis,,like Lesbian Prylis
