poetname,poetId,cityname,cityId,relationship,relationshipId,nativeid,dotted,notes,source_work,source_workid,source_citation,source_greektext,source_translation,source_translator,source_notes,source_explicit
Bacchylides,100,Peloponnese,105,,3,3,,,Plutarch,,Plut. de exilio 14.605C-D,καὶ γὰρ τοῖς παλαιοῖς ὡς ἔοικεν αἱ Μοῦσαι τὰ κάλλιστα τῶν συνταγμάτων καὶ δοκιμώτατα φυγὴν λαβοῦσαι συνεργὸν ἐπετέλεσαν· ... Βακχυλίδης ὁ ποιητὴς (Ἰουλιήτης Cobet) ἐν Πελοποννήσῳ.,"Indeed the Muses, it seems, took Exile as their fellow-worker when they completed for the ancients the finest and most highly regarded of their compositions: ... the poet Bacchylides in the Peloponnese.",Campbell,"Left out because redundant (already have Bacchylides going to Sparta, Olympia, Nemea)",yes
Bacchylides,100,Larissa,149,,3,3,dotted,,Bacchylides inscription,,Bacchyl. 14B Title,[ΑΡΙΣΤΟΤΕΛΕΙ Λ]Α[ΡΙΣΑΙΩΙ ]ΠΑ[,For Aristoteles of Larissa,Campbell,,no
Bakkhiadas,11,Sicyon,13,born,1,1,,,Athenaeus,,Ath. 14.629A (including anon. FGE 1844-7 Page) ,"Ἀμφίων δ᾿ ὁ Θεσπιεὺς ἐν δευτέρῳ Περὶ τοῦ ἐν Ἑλικῶνι Μουσείου ἄγεσθαί φησιν ἐν Ἑλικῶνι παίδων ὀρχήσεις μετὰ σπουδῆς, παρατιθέμενος ἀρχαῖον ἐπίγραμμα τόδε· ""ἀμφότερ᾿, ὠρχεύμην τε καὶ ἐν Μώσαις ἐδίδασκον / ἄνδρας· ὁ δ᾿ αὐλητὰς ἦν Ἄνακος Φιαλεύς. / εἰμὶ δὲ Βακχιάδας Σικυώνιος. ἦ ῥα θεοῖσι / ταῖς Σικυῶνι καλὸν τοῦτ᾿ ἀπέκειτο γέρας.""",Amphion of Thespiae in Book II of On the Sanctuary of the Muses on Mount Helicon (FGrH 387 F 1) says that boys danced on Helicon and that the celebrations were taken seriously. He cites the following ancient epigram (anon. FGE 1844–7): I did both—I danced and I trained a men’s chorus in the sanctuary of the Muses; Anacus of Phigaleia played the pipes. I am Bacchiades of Sicyon. I assuredly set money aside for this fine offering to the goddesses in Sicyon.,Olson,,yes
Bakkhiadas,11,Helicon,16,performed,3,3,,,Athenaeus,,Ath. 14.629A (including anon. FGE 1844-7 Page) ,"Ἀμφίων δ᾿ ὁ Θεσπιεὺς ἐν δευτέρῳ Περὶ τοῦ ἐν Ἑλικῶνι Μουσείου ἄγεσθαί φησιν ἐν Ἑλικῶνι παίδων ὀρχήσεις μετὰ σπουδῆς, παρατιθέμενος ἀρχαῖον ἐπίγραμμα τόδε· ""ἀμφότερ᾿, ὠρχεύμην τε καὶ ἐν Μώσαις ἐδίδασκον / ἄνδρας· ὁ δ᾿ αὐλητὰς ἦν Ἄνακος Φιαλεύς. / εἰμὶ δὲ Βακχιάδας Σικυώνιος. ἦ ῥα θεοῖσι / ταῖς Σικυῶνι καλὸν τοῦτ᾿ ἀπέκειτο γέρας.""",Amphion of Thespiae in Book II of On the Sanctuary of the Muses on Mount Helicon (FGrH 387 F 1) says that boys danced on Helicon and that the celebrations were taken seriously. He cites the following ancient epigram (anon. FGE 1844–7): I did both—I danced and I trained a men’s chorus in the sanctuary of the Muses; Anacus of Phigaleia played the pipes. I am Bacchiades of Sicyon. I assuredly set money aside for this fine offering to the goddesses in Sicyon.,Olson,,yes
Callinus,101,Ephesus,11,born,1,1,,,Strabo,,Str. 14.1.40,"Καλλῖνος μὲν οὖν ὡς εὐτυχούντων ἔτι τῶν Μαγνήτων μέμνηται καὶ κατορθούντων ἐν τῷ πρὸς τοὺς Ἐφεσίους πολέμῳ, Ἀρχίλοχος δὲ (fr. 20) ἤδη φαίνεται γνωρίζων τὴν γενομένην αὐτοῖς συμφοράν, κλαίειν <φάσκων τὰ> (add. West) Θασίων οὐ τὰ Μαγνήτων κακά.","Now Callinus mentions the Magnesians as still prosperous and as successful in their war with the Ephesians, but Archilochus is clearly already aware of the disaster that befell them, <since he says that> he bewails the woes of the Thasians, not those of the Magnesians",Gerber,"Photius (PBibl. 239, p. 319 b 11) is apparently the first source to explicitly link Callinus with Ephesus: λέγει δὲ καὶ ἀριστεῦσαι τῷ μέτρῳ [sc. ἐλεγείᾳ] Καλλῖό τε τὸ Ἐφέσιο καὶ Μίμερμο τὸ Κολοφώιο,ἀλλὰ καὶ τὸ τοῦ Τηλέφου Φιλίτα τὸ Κῷο καὶΚαλλίμαχο τὸ Βάττου· Κυρηαῖος οὗτος δ᾿ ἦ.He [Proclus] says that the masters in that metre (sc. elegy) were Callinus of Ephesus and Mimnermus of Colophon, but also Philitas of Cos, son of Telephus, and Callimachus son of Battus; the latter came from Cyrene.",no
Callinus,101,Smyrna,36,,3,3,,,Strabo,,Str. 14.1.4,"ἦσαν γὰρ αὐτοῖς σύνοικοι τὸ παλαιόν, ἡνίκα καὶ Σμύρνα ἐκαλεῖτο ἡ Ἔφεσος· καὶ Καλλῖνός που οὕτως ὠνόμακεν αὐτήν, Σμυρναίους τοὺς Ἐφεσίους καλῶν ἐν τῷ πρὸς τὸν Δία λόγῳ· ""Σμυρναίους δ᾿ ἐλέησον,""","For of old the Ephesians were fellow inhabitants of the Smyrnaeans, when Ephesus was also called Smyrna. And Callinus somewhere has so named it, when he calls the Ephesians Smyrnaeans in his address to Zeus: ""have mercy on the Smyrnaeans,""",Gerber,see Bowie 2009: 114-5 for the argument that Strabo is misinterpreting Callinus.,no
Cedeides,102,Athens,2,born,3,3,,,Inscription,,I.G. i (2nd edition) 770,"Κλεισθένης ἐχορέγε Αὐτοκράτος Ἐρεχθῆιδι Αἰγῆιδι, Κεδείδης ἐδίδασκε.","Cleisthenes, son of Autocrates, was choregus [i.e. choregos] for the Erechtheid and Aegeid tribes. Cedeides trained the chorus.",Campbell,"Training tribes suggests dithyrambic performance according to Natasha, i.e. lyric, not dramatic",yes
Cinesias,4,Athens,2,born,1,1,,,Pherecrates,,Pherecrates fr. 155 Kassel-Austin = [Plut.] Mus. 30.1141E-F,"Κινησίας δέ <μ᾿> ὁ κατάρατος Ἀττικός,","Cinesias on the other hand, that damned Athenian,",Campbell,"cf. IG II (2nd edition) 3028: ""... Κιησίας ἐδίδ[ασκε].""",yes
Cinesias,4,Thebes,3,,1,1,,,Scholia to Aristophanes,,Schol. Arist. Ran. 152,... ἦν δὲ Θηβαῖος...,...He was a Theban...,Campbell,Campbell and NP reject this.,yes
Corinna,104,Thebes,3,born,1,1,,,Suda,,Suda Κ 2087,"Κόριννα, Ἀχελῳοδώρου καὶ Προκατίας, Θηβαία ἢ Ταναγραία","Corinna, daughter of Acheloodorus and Procatia, from Thebes or Tanagra",Campbell,,yes
Corinna,104,Thebes,3,,3,3,,,Pausanias,,Paus. 9.22.3,"Κορίννης δέ, ἣ μόνη δὴ <ἐν> Τανάγρᾳ ᾄσματα ἐποίησε, ταύτης ἔστι μὲν μνῆμα ἐν περιφανεῖ τῆς πόλεως, ἔστι δὲ ἐν τῷ γυμνασίῳ γραφή, ταινίᾳ τὴν κεφαλὴν <ἡ> Κόριννα ἀναδουμένη τῆς νίκης ἕνεκα ἣν Πίνδαρον ᾄσματι ἐνίκησεν ἐν Θήβαις.","The tomb of Corinna, the only lyric poet of Tanagra, is in a conspicuous part of the city, and in the gymnasium there is a painting of her tying her hair back with a ribbon to mark the victory she won over Pindar in Thebes with a lyric poem.",Campbell,,yes
Corinna,104,Tanagra,57,born,1,1,,,Pausanias,,Paus. 9.22.3,"Κορίννης δέ, ἣ μόνη δὴ <ἐν> Τανάγρᾳ ᾄσματα ἐποίησε, ταύτης ἔστι μὲν μνῆμα ἐν περιφανεῖ τῆς πόλεως, ἔστι δὲ ἐν τῷ γυμνασίῳ γραφή, ταινίᾳ τὴν κεφαλὴν <ἡ> Κόριννα ἀναδουμένη τῆς νίκης ἕνεκα ἣν Πίνδαρον ᾄσματι ἐνίκησεν ἐν Θήβαις.","The tomb of Corinna, the only lyric poet of Tanagra, is in a conspicuous part of the city, and in the gymnasium there is a painting of her tying her hair back with a ribbon to mark the victory she won over Pindar in Thebes with a lyric poem.",Campbell,,yes
Critias,105,Athens,2,born,1,1,,,Diogenes Laertius,,Diog. Laert. 3.1,"Πλάτων Ἀρίστωνος καὶ Περικτιόνης—ἢ Πωτώνης—ἥτις τὸ γένος ἀνέφερεν εἰς Σόλωνα, Ἀθηναῖος. τούτου γὰρ ἦν ἀδελφὸς Δρωπίδης, οὗ Κριτίας, οὗ Κάλλαισχρος, οὗ Κριτίας ὁ τῶν τριάκοντα καὶ Γλαύκων, οὗ Χαρμίδης καὶ Περικτιόνη, ἧς καὶ Ἀρίστωνος Πλάτων, ἕκτος ἀπὸ Σόλωνος.","Plato, the Athenian, was the son of Ariston and Perictione (or Potone), who traced her family back to Solon. For Solon’s brother Dropides was the father of Critias who was the father of Callaeschrus. His sons were Critias, a member of the thirty (tyrants), and Glaucon, the father of Charmides and Perictione. Plato, the son of Perictione and Ariston, was in the sixth generation after Solon.",Campbell,,no
Cydias,106,Hermione,31,born,1,1,,?,Scholia to Aristophanes,,Schol. Arist. Nub. 967,τινὲς δέ φασι Κυδίου (Bernhardy: Κυδίδου codd.) τινὸς Ἑρμιονέως·,Some say it is the work of a certain Cydias of Hermione:,Campbell,"See NP on Cydias for a brief summary. Generally it's unclear how many poets we're dealing with. The MSS have the following names: Cydias, Cydidas, and Cedeides/Ceceides. Following Campbell, we merge the first two and leave the last as separate.",yes
Demodocus,107,Miletus,9,,3,3,,,Anonymous,,Anon. in Arist. Eth. Nic. (Comm. in Arist. Graeca xx.439.15),ὁ Δημόδοκος Μιλήσιος Λέριος ἦν τὸ γένος.,Demodocus of Miletus was a Lerian by birth.,Campbell,,yes
Demodocus,107,Leros,47,born,1,1,,,Anonymous,,Anon. in Arist. Eth. Nic. (Comm. in Arist. Graeca xx.439.15),ὁ Δημόδοκος Μιλήσιος Λέριος ἦν τὸ γένος.,Demodocus of Miletus was a Lerian by birth.,Campbell,,yes
Dexitheus,41,Delphi,30,performed,3,3,,,Scholia to Aristophanes,,Schol. Arist. Ach. 14,Δεξίθεος] ἄριστος κιθαρῳδὸς καὶ πυθιονίκης. οἱ δὲ ψυχρὸν αὐτόν φασιν.,Dexitheos. An excellent kitharode and a victor in the Pythian Games. But some say he was insipid.,Driscoll,The scholion is by the Byzantine scholar Demetrius Triclinius but may reflect ancient material.,yes
Diagoras,59,Melos,1,,1,1,,,Aristophanes,,Ar. Av. 1072-4,"τῇδε μέντοι θἠμέρᾳ μάλιστ᾿ ἐπαναγορεύεται· / ‘ἢν ἀποκτείνῃ τις ὑμῶν Διαγόραν τὸν Μήλιον, / λαμβάνειν τάλαντον","Chorus-leader of the birds: Now on this day in particular proclamation is made that if any of you kills Diagoras the Melian, he will receive a talent;",Campbell,,yes
Diagoras,59,Athens,2,,3,3,,,Diodorus Siculus,,Diod. Sic. 13.6.7,"τούτων δὲ πραττομένων Διαγόρας ὁ κληθεὶς ἄθεος, διαβολῆς τυχὼν ἐπ᾿ ἀσεβείᾳ καὶ φοβηθεὶς τὸν δῆμον, ἔφυγεν ἐκ τῆς Ἀττικῆς.","While this was going on, Diagoras, known as ‘the atheist’, was accused of impiety and in fear of the people fled from Attica.",Campbell,,yes
Diagoras,59,Argos,38,,3,3,,,Philodemus,,Phld. De Piet. (p. 85s. Gomperz),καθάπερ ἄλλα τε μαρτυρεῖ καὶ τὸ γεγρα[μ]μένον εἰς Ἀριάνθην τὸν Ἀργεῖον·,His lines to Arianthes of Argos are particularly good evidence:,Campbell,,no
Diagoras,59,Corinth,48,died,2,2,,,Suda,,Suda Δ 523,κατοικήσας δὲ Κόρινθον ὁ Διαγόρας αὐτόθι τὸν βίον κατέστρεψεν.,He settled in Corinth and ended his days there.,Campbell,,yes
Diagoras,59,Abdera,65,,3,3,,,Suda,,Suda Δ 523,ὃν εὐφυᾶ θεασάμενος Δημόκριτος ὁ Ἀβδηρίτης ὠνήσατο αὐτὸν δοῦλον ὄντα μυρίων δραχμῶν καὶ μαθητὴν ἐποιήσατο.,"and Democritus of Abdera, noticing that he [Diagoras] was talented, bought him for 10,000 drachmae and made him his pupil.",Campbell,,no
Diagoras,59,Mantineia,70,,3,3,,,Aelian,,Ael. VH 2.23,"Νικόδωρος δὲ ὁ πύκτης ἐν τοῖς εὐδοκιμωτάτοις Μαντινέων γενόμενος, ἀλλὰ ὀψὲ τῆς ἡλικίας καὶ μετὰ τὴν ἄθλησιν νομοθέτης αὐτοῖς ἐγένετο, μακρῷ τοῦτο ἄμεινον πολιτευσάμενος τῇ πατρίδι τῶν κηρυγμάτων τῶν ἐν τοῖς σταδίοις. φασὶ δὲ αὐτῷ Διαγόραν τὸν Μήλιον συνθεῖναι τοὺς νόμους ἐραστὴν γενόμενον.","The boxer Nicodorus, one of the most famous citizens of Mantinea, late in his life and after his athletic achievements, became a legislator, thus performing much greater services to his native land than he had by being proclaimed victor in the sports arena. They say that Diagoras of Melos, who had become his lover, drafted the laws for him.",Wilson,,no
Diagoras,59,Pellene,71,,3,3,,,Scholia to Aristophanes,,Schol. Ar. Av. 1072-8b,"Μελάνθιος δὲ ἐν τῷ Περὶ μυστηρίων (F.Gr.H. 326 F3) προφέρεται τῆς χαλκῆς στήλης ἀντίγραφον, ἐν ᾗ ἐξεκήρυξαν καὶ αὐτὸν καὶ τοὺς <μὴ> ἐκδιδόντας Πελλανεῖς,",Melanthius in his work On Mysteries provides a text of the bronze column on which they outlawed both him and the citizens of Pellene who refused to expatriate him:,Campbell,,yes
Dikaiogenes,60,Athens,2,,3,3,,,Inscription,,DID B 6 (in TrGF v. 1) = I.G. ii (2nd edition) 3092,Μνησίστρατος Μίσγωνος / Διοπείθης ⁝ Διοδώρο ἐχορήγον. / [Δι]καιογένης ἐδίδασκεν...,"Mnesistratos the son of Misgon, Diopeithes the son of Diodorus were choregoi. Dikaiogenes taught [the chorus]...",Driscoll,The inscription was found in Athens but probably is a didaskalion for a rural Dionysia in Acharnae,yes
Dion,61,Chios,6,,1,1,,,Athenaeus,,Ath. 14.638a,Δίωνα δὲ τὸν Χῖον τὸ τοῦ Διονύσου σπονδεῖον πρῶτον κιθαρίσαι Μέναιχμος.,Menaechmus (FGrH 131 F 6) (reports) that Dion of Chios was the first person to play a libation-song in honor of Dionysus on the lyre.,Olson,,yes
Dionysius Chalkus,109,Athens,2,born,1,1,,,Athenaeus,,Ath. 13.602b-c,καθάπερ ὕστερον καὶ Διονύσιος ὁ Ἀθηναῖος ἐποίησε ὁ ἐπικληθεὶς Χαλκοῦς ἐν τοῖς ἐλεγείοις.,"just as was later done by the Athenian Dionysius, called Chalcus, in his elegies.",Campbell,,yes
Dionysius Chalkus,109,Thurii,72,,3,3,,,Plutarch,,Put. Nic. 5.2-3,"προσποιούμενος δ᾿ υἱὸς εἶναι Διονυσίου τοῦ Χαλκοῦ προσαγορευθέντος, οὗ καὶ ποιήματα σῴζεται, καὶ τῆς εἰς Ἰταλίαν ἀποικίας ἡγεμὼν γενόμενος ἔκτισε Θουρίους.","He pretended to be the son of Dionysius called Chalcus (the Bronze), whose poems are in fact extant and who as leader of the colony sent to Italy founded Thurii.",Campbell,,yes
Dionysius of Thebes,21,Thebes,3,born,1,1,,,Pseudo-Plutarch,,[Plut] de Mus. 31.1142B, Ὅτι δὲ παρὰ τὰς ἀγωγὰς καὶ τὰς μαθήσεις διόρθωσις ἢ διαστροφὴ γίνεται δῆλον Ἀριστόξενος ἐποίησεν. τῶν γὰρ κατὰ τὴν αὑτοῦ ἡλικίαν φησὶν Τελεσίᾳ τῷ Θηβαίῳ συμβῆναι νέῳ μὲν ὄντι τραφῆναι ἐν τῇ καλλίστῃ μουσικῇ καὶ μαθεῖν ἄλλα τε τῶν εὐδοκιμούντων καὶ δὴ καὶ τὰ Πινδάρου τά τε Διονυσίου τοῦ Θηβαίου καὶ τὰ Λάμπρου καὶ τὰ Πρατίνου καὶ τῶν λοιπῶν ὅσοι τῶν λυρικῶν ἄνδρες ἐγένοντο ποιηταὶ κρουμάτων ἀγαθοί·," “That success or failure in music depends on one’s training and instruction is shown by Aristoxenus. Thus he says that of his contemporaries Telesias of Thebes had in youth been brought up on the finest kind of music, and had been taught among other approved compositions those of Pindar, Dionysius of Thebes, Lamprus, Pratinas, and those other lyric poets who had shown themselves excellent composers for the cithara; ",trans. Einarson and de Lacey,,yes
Echembrotus,111,Delphi,30,,3,3,,,Pausanias,,Paus. 10.7.4-6,"τῆς δὲ τεσσαρακοστῆς ὀλυμπιάδος καὶ ὀγδόης, ἣν Γλαυκίας ὁ Κροτωνιάτης ἐνίκησε, ταύτης ἔτει τρίτῳ ἆθλα ἔθεσαν οἱ Ἀμφικτύονες κιθαρῳδίας μὲν καθὰ καὶ ἐξ ἀρχῆς, προσέθεσαν δὲ καὶ αὐλῳδίας ἀγώνισμα καὶ αὐλῶν· ἀνηγορεύθησαν δὲ νικῶντες Κεφαλλήν τε Μελάμπους (Boeckh: ὃς λάμποι, ὁ λάμπου codd.) κιθαρῳδίᾳ, καὶ αὐλῳδὸς Ἀρκὰς Ἐχέμβροτος, Σακάδας δὲ Ἀργεῖος ἐπὶ τοῖς αὐλοῖς· ἀνείλετο δὲ ὁ Σακάδας οὗτος καὶ ἄλλας δύο τὰς ἐφεξῆς ταύτης πυθιάδας...· δευτέρᾳ δὲ πυθιάδι ...αὐλῳδίαν τε κατέλυσαν, καταγνόντες οὐκ εἶναι τὸ ἄκουσμα εὔφημον· ἡ γὰρ αὐλωδία μέλη τε ἦν αὐλῶν τὰ σκυθρωπότατα καὶ ἐλεγεῖα 〚θρῆνοι〛 προσᾳδόμενα τοῖς αὐλοῖς. μαρτυρεῖ δέ μοι καὶ τοῦ Ἐχεμβρότου τὸ ἀνάθημα, τρίπους χαλκοῦς ἀνατεθεὶς τῷ Ἡρακλεῖ τῷ ἐν Θήβαις· ἐπίγραμμα δὲ ὁ τρίπους εἶχεν· ""Ἐχέμβροτος Ἀρκὰς / θῆκε τῷ Ἡρακλεῖ / νικήσας τόδ᾿ ἄγαλμα / Ἀμφικτυόνων ἐν ἄθλοις, / Ἕλλησι δ᾿ ἀείδων / μέλεα καὶ ἐλέγους.""","In the third year of the 48th Olympiad, in which Glaucias of Croton was victorious, the Amphictions offered prizes in cithara-singing, as they had from the beginning, and added competitions in pipe-singing and pipe-playing. The winners they proclaimed were Melampus of Cephallenia in cithara-song, Echembrotus of Arcadia in pipe-song, Sacadas of Argos in pipe-playing; and this Sacadas went on to win at the next two Pythian Games ... But at the second Pythian Games ... they abolished the pipe-singing, judging its sound inauspicious: for pipe-singing consisted of the gloomiest pipe-music and elegiacs sung to the pipes. My evidence for this is the offering of Echembrotus, a bronze tripod dedicated to the Theban Heracles, which carried this inscription: ""Echembrotus the Arcadian dedicated this gift to the glory of Heracles, having been victorious at the contests of the Amphictions, where he sang songs and laments to the Greeks.""",Campbell,,yes
Echembrotus,111,Arcadia,54,born,1,1,,,Pausanias,,Paus. 10.7.4-6,"τῆς δὲ τεσσαρακοστῆς ὀλυμπιάδος καὶ ὀγδόης, ἣν Γλαυκίας ὁ Κροτωνιάτης ἐνίκησε, ταύτης ἔτει τρίτῳ ἆθλα ἔθεσαν οἱ Ἀμφικτύονες κιθαρῳδίας μὲν καθὰ καὶ ἐξ ἀρχῆς, προσέθεσαν δὲ καὶ αὐλῳδίας ἀγώνισμα καὶ αὐλῶν· ἀνηγορεύθησαν δὲ νικῶντες Κεφαλλήν τε Μελάμπους (Boeckh: ὃς λάμποι, ὁ λάμπου codd.) κιθαρῳδίᾳ, καὶ αὐλῳδὸς Ἀρκὰς Ἐχέμβροτος, Σακάδας δὲ Ἀργεῖος ἐπὶ τοῖς αὐλοῖς· ἀνείλετο δὲ ὁ Σακάδας οὗτος καὶ ἄλλας δύο τὰς ἐφεξῆς ταύτης πυθιάδας...· δευτέρᾳ δὲ πυθιάδι ...αὐλῳδίαν τε κατέλυσαν, καταγνόντες οὐκ εἶναι τὸ ἄκουσμα εὔφημον· ἡ γὰρ αὐλωδία μέλη τε ἦν αὐλῶν τὰ σκυθρωπότατα καὶ ἐλεγεῖα〚θρῆνοι〛προσᾳδόμενα τοῖς αὐλοῖς. μαρτυρεῖ δέ μοι καὶ τοῦ Ἐχεμβρότου τὸ ἀνάθημα, τρίπους χαλκοῦς ἀνατεθεὶς τῷ Ἡρακλεῖ τῷ ἐν Θήβαις· ἐπίγραμμα δὲ ὁ τρίπους εἶχεν· ""Ἐχέμβροτος Ἀρκὰς / θῆκε τῷ Ἡρακλεῖ / νικήσας τόδ᾿ ἄγαλμα / Ἀμφικτυόνων ἐν ἄθλοις, / Ἕλλησι δ᾿ ἀείδων / μέλεα καὶ ἐλέγους.""","In the third year of the 48th Olympiad, in which Glaucias of Croton was victorious, the Amphictions offered prizes in cithara-singing, as they had from the beginning, and added competitions in pipe-singing and pipe-playing. The winners they proclaimed were Melampus of Cephallenia in cithara-song, Echembrotus of Arcadia in pipe-song, Sacadas of Argos in pipe-playing; and this Sacadas went on to win at the next two Pythian Games ... But at the second Pythian Games ... they abolished the pipe-singing, judging its sound inauspicious: for pipe-singing consisted of the gloomiest pipe-music and elegiacs sung to the pipes. My evidence for this is the offering of Echembrotus, a bronze tripod dedicated to the Theban Heracles, which carried this inscription: ""Echembrotus the Arcadian dedicated this gift to the glory of Heracles, having been victorious at the contests of the Amphictions, where he sang songs and laments to the Greeks.""",Campbell,,yes
Epameinondas,64,Thebes,3,,1,1,,,Athenaeus,,Ath. 4.184e,Ἀριστόξενος δὲ καὶ Ἐπαμινώνδαν τὸν Θηβαῖον αὐλεῖν μαθεῖν παρὰ Ὀλυμπιοδώρῳ καὶ Ὀρθαγόρᾳ.,And Aristoxenus (fr. 96 Wehrli) says that Epameinondas of Thebes learned to play the pipes from Olympiodorus and Orthagoras.,Olson,"This is the famous Theban leader. Only Thebes marked here, since charting all his travel wouldn't really say much about poetic movement",yes
Euangelos,43,Tarentum,19,born,1,1,,,Lucian,,Luc. Adversus Indoctum 8,"Θέλω γοῦν σοι διηγήσασθαί τι Πυθοῖ γενόμενον. Ταραντῖνος Εὐάγγελος τοὔνομα τῶν οὐκ ἀφανῶν ἐν τῷ Τάραντι ἐπεθύμησεν νικῆσαι Πύθια. τὰ μὲν οὖν τῆς γυμνῆς ἀγωνίας αὐτίκα ἐδόκει αὐτῷ ἀδύνατον εἶναι μήτε πρὸς ἰσχὺν μήτε πρὸς ὠκύτητα εὖ πεφυκότι, κιθάρᾳ δὲ καὶ ᾠδῇ ῥᾳδίως κρατήσειν ἐπείσθη ὑπὸ καταράτων ἀνθρώπων οὓς εἶχε περὶ αὑτὸν ἐπαινούντων καὶ βοώντων ὁπότε καὶ τὸ σμικρότατον ἐκεῖνος ἀνακρούσαιτο.","I should like to tell you of an incident that took place at Delphi. A man of Tarentum, Evangelus by name, a person of some distinction in Tarentum, desired to obtain a victory in the Pythian games. As far as the athletic competition was concerned, at the very outset that seemed to him to be impossible, as he was not well endowed by nature either for strength or for speed; but in playing the lyre and singing he became convinced that he would win easily, thanks to detestable fellows whom he had about him, who applauded and shouted whenever he made the slightest sound in striking up.",Harmon,,yes
Euangelos,43,Delphi,30,performed,3,3,,,Lucian,,Luc. Adversus Indoctum 8,"Θέλω γοῦν σοι διηγήσασθαί τι Πυθοῖ γενόμενον. Ταραντῖνος Εὐάγγελος τοὔνομα τῶν οὐκ ἀφανῶν ἐν τῷ Τάραντι ἐπεθύμησεν νικῆσαι Πύθια. τὰ μὲν οὖν τῆς γυμνῆς ἀγωνίας αὐτίκα ἐδόκει αὐτῷ ἀδύνατον εἶναι μήτε πρὸς ἰσχὺν μήτε πρὸς ὠκύτητα εὖ πεφυκότι, κιθάρᾳ δὲ καὶ ᾠδῇ ῥᾳδίως κρατήσειν ἐπείσθη ὑπὸ καταράτων ἀνθρώπων οὓς εἶχε περὶ αὑτὸν ἐπαινούντων καὶ βοώντων ὁπότε καὶ τὸ σμικρότατον ἐκεῖνος ἀνακρούσαιτο.","I should like to tell you of an incident that took place at Delphi. A man of Tarentum, Evangelus by name, a person of some distinction in Tarentum, desired to obtain a victory in the Pythian games. As far as the athletic competition was concerned, at the very outset that seemed to him to be impossible, as he was not well endowed by nature either for strength or for speed; but in playing the lyre and singing he became convinced that he would win easily, thanks to detestable fellows whom he had about him, who applauded and shouted whenever he made the slightest sound in striking up.",Harmon,,yes
Euenos,65,Athens,2,,3,3,,,Plato,,Pl. Ap. 20a-b,"ἐπεὶ καὶ ἄλλος <b>ἀνήρ ἐστι Πάριος ἐνθάδε</b> σοφός, ὃν ἐγὼ ᾐσθόμην ἐπιδημοῦντα· ... “Εὔηνος,” ἔφη (scil. ὁ Καλλίας), “ὦ Σώκρατες, Πάριος, πέντε μνῶν.”","For there is also <b>another wise man here, a Parian</b>, who I learned was in town... “He is Euenus, Socrates,” Callias said, “he is from Paros, and he charges five minae.”",Campbell,,yes
Euenos,65,Paros,39,,1,1,,,Plato,,Pl. Ap. 20a-b,"ἐπεὶ καὶ ἄλλος ἀνήρ ἐστι Πάριος ἐνθάδε σοφός, ὃν ἐγὼ ᾐσθόμην ἐπιδημοῦντα· ... “Εὔηνος,” ἔφη (scil. ὁ Καλλίας), “ὦ Σώκρατες, <b>Πάριος</b>, πέντε μνῶν.”","For there is also another wise man here, a Parian, who I learned was in town... “He is Euenus, Socrates,” Callias said, “he is <b>from Paros</b>, and he charges five minae.”",Campbell,,yes
Eumelos #1,112,Delos,5,,3,3,,,Pausanias,,Paus. 4.33.2,ἐποίησε γοῦν καὶ τάδε ἐν τῷ προσοδίῳ τῷ ἐς Δῆλον,... at any rate he [Eumelus] wrote the following in his Processional Hymn to Delos,Campbell,,yes
Eumelos #1,112,Corinth,48,born,1,1,,,Clement of Alexandria,,Clem. Alex. Strom. 1.21.131 (ii 82 Stählin),Εὔμηλος δὲ ὁ Κορίνθιος πρεσβύτερος ὢν ἐπιβεβληκέναι Ἀρχίᾳ τῷ Συρακούσας κτίσαντι.,"Eumelus the Corinthian, who was older (sc. than Callinus, Archilochus and Semonides), is said to have overlapped with Archias, the founder of Syracuse [i.e. c. 734 BCE].",Campbell,,yes
Eumelos #2,44,Delphi,30,performed,3,3,,,Lucian,,"Luc. Adversus Indoctum 8, 10","Θέλω γοῦν σοι διηγήσασθαί τι <b>Πυθοῖ</b> γενόμενον... Μικρὸν δὲ ἐπισχὼν μετ᾿ αὐτὸν Εὔμηλός τις Ἠλεῖος εἰσέρχεται, κιθάραν μὲν παλαιὰν ἔχων, ξυλίνους δὲ κόλλοπας ἐπικειμένην, ἐσθῆτα δὲμόγις σὺν τῷ στεφάνῳ δέκα δραχμῶν ἀξίαν·","I should like to tell you of an incident that took place <b>at Delphi</b>... After a moment’s delay, a man named Eumelus, from Elis, came on, who had an old lyre, fitted with wooden pegs, and a costume that, including the wreath, was hardly worth ten drachmas;",Harmon,,yes
Eumelos #2,44,Elis,32,born,1,1,,,Lucian,,"Luc. Adversus Indoctum 8, 10","Θέλω γοῦν σοι διηγήσασθαί τι Πυθοῖ γενόμενον... Μικρὸν δὲ ἐπισχὼν μετ᾿ αὐτὸν Εὔμηλός τις <b>Ἠλεῖος</b> εἰσέρχεται, κιθάραν μὲν παλαιὰν ἔχων, ξυλίνους δὲ κόλλοπας ἐπικειμένην, ἐσθῆτα δὲμόγις σὺν τῷ στεφάνῳ δέκα δραχμῶν ἀξίαν·","I should like to tell you of an incident that took place at Delphi... After a moment’s delay, a man named Eumelus, <b>from Elis</b>, came on, who had an old lyre, fitted with wooden pegs, and a costume that, including the wreath, was hardly worth ten drachmas;",Harmon,,yes
